country,continent,year,gdpPercap
Syria,Asia,1962,2193.037133
Syria,Asia,1967,1881.923632
Syria,Asia,1972,2571.423014
Syria,Asia,1977,3195.484582
Syria,Asia,1982,3761.837715
Syria,Asia,1987,3116.774285
Syria,Asia,1992,3340.542768
Syria,Asia,1997,4014.238972
Syria,Asia,2002,4090.925331
Syria,Asia,2007,4184.548089
Taiwan,Asia,1952,1206.947913
Taiwan,Asia,1957,1507.86129
Taiwan,Asia,1962,1822.879028
Taiwan,Asia,1967,2643.858681
Taiwan,Asia,1972,4062.523897
Taiwan,Asia,1977,5596.519826
Taiwan,Asia,1982,7426.354774
Taiwan,Asia,1987,11054.56175
Taiwan,Asia,1992,15215.6579
Taiwan,Asia,1997,20206.82098
Taiwan,Asia,2002,23235.42329
Taiwan,Asia,2007,28718.27684
Tanzania,Africa,1952,716.6500721
Tanzania,Africa,1957,698.5356073
Tanzania,Africa,1962,722.0038073
Tanzania,Africa,1967,848.2186575
Tanzania,Africa,1972,915.9850592
Tanzania,Africa,1977,962.4922932
Tanzania,Africa,1982,874.2426069
Tanzania,Africa,1987,831.8220794
Tanzania,Africa,1992,825.682454
Tanzania,Africa,1997,789.1862231
Tanzania,Africa,2002,899.0742111
Tanzania,Africa,2007,1107.482182
Thailand,Asia,1952,757.7974177
Thailand,Asia,1957,793.5774148
Thailand,Asia,1962,1002.199172
Thailand,Asia,1967,1295.46066
Thailand,Asia,1972,1524.358936
Thailand,Asia,1977,1961.224635
Thailand,Asia,1982,2393.219781
Thailand,Asia,1987,2982.653773
Thailand,Asia,1992,4616.896545
Thailand,Asia,1997,5852.625497
Thailand,Asia,2002,5913.187529
Thailand,Asia,2007,7458.396327
Togo,Africa,1952,859.8086567
Togo,Africa,1957,925.9083202
Togo,Africa,1962,1067.53481
Togo,Africa,1967,1477.59676
Togo,Africa,1972,1649.660188
Togo,Africa,1977,1532.776998
Togo,Africa,1982,1344.577953
Togo,Africa,1987,1202.201361
Togo,Africa,1992,1034.298904
Togo,Africa,1997,982.2869243
Togo,Africa,2002,886.2205765
Togo,Africa,2007,882.9699438
Trinidad and Tobago,Americas,1952,3023.271928
Trinidad and Tobago,Americas,1957,4100.3934
Trinidad and Tobago,Americas,1962,4997.523971
Trinidad and Tobago,Americas,1967,5621.368472
Trinidad and Tobago,Americas,1972,6619.551419
Trinidad and Tobago,Americas,1977,7899.554209
Trinidad and Tobago,Americas,1982,9119.528607
Trinidad and Tobago,Americas,1987,7388.597823
Trinidad and Tobago,Americas,1992,7370.990932
Trinidad and Tobago,Americas,1997,8792.573126
Trinidad and Tobago,Americas,2002,11460.60023
Trinidad and Tobago,Americas,2007,18008.50924
Tunisia,Africa,1952,1468.475631
Tunisia,Africa,1957,1395.232468
Tunisia,Africa,1962,1660.30321
Tunisia,Africa,1967,1932.360167
Tunisia,Africa,1972,2753.285994
Tunisia,Africa,1977,3120.876811
Tunisia,Africa,1982,3560.233174
Tunisia,Africa,1987,3810.419296
Tunisia,Africa,1992,4332.720164
Tunisia,Africa,1997,4876.798614
Tunisia,Africa,2002,5722.895655
Tunisia,Africa,2007,7092.923025
Turkey,Europe,1952,1969.10098
Turkey,Europe,1957,2218.754257
Turkey,Europe,1962,2322.869908
Turkey,Europe,1967,2826.356387
Turkey,Europe,1972,3450.69638
Turkey,Europe,1977,4269.122326
Turkey,Europe,1982,4241.356344
Turkey,Europe,1987,5089.043686
Turkey,Europe,1992,5678.348271
Turkey,Europe,1997,6601.429915
Turkey,Europe,2002,6508.085718
Turkey,Europe,2007,8458.276384
Uganda,Africa,1952,734.753484
Uganda,Africa,1957,774.3710692
Uganda,Africa,1962,767.2717398
Uganda,Africa,1967,908.9185217
Uganda,Africa,1972,950.735869
Uganda,Africa,1977,843.7331372
Uganda,Africa,1982,682.2662268
Uganda,Africa,1987,617.7244065
Uganda,Africa,1992,644.1707969
Uganda,Africa,1997,816.559081
Uganda,Africa,2002,927.7210018
Uganda,Africa,2007,1056.380121
United Kingdom,Europe,1952,9979.508487
United Kingdom,Europe,1957,11283.17795
United Kingdom,Europe,1962,12477.17707
United Kingdom,Europe,1967,14142.85089
United Kingdom,Europe,1972,15895.11641
United Kingdom,Europe,1977,17428.74846
United Kingdom,Europe,1982,18232.42452
United Kingdom,Europe,1987,21664.78767
United Kingdom,Europe,1992,22705.09254
United Kingdom,Europe,1997,26074.53136
United Kingdom,Europe,2002,29478.99919
United Kingdom,Europe,2007,33203.26128
United States,Americas,1952,13990.48208
United States,Americas,1957,14847.12712
United States,Americas,1962,16173.14586
United States,Americas,1967,19530.36557
United States,Americas,1972,21806.03594
United States,Americas,1977,24072.63213
United States,Americas,1982,25009.55914
United States,Americas,1987,29884.35041
United States,Americas,1992,32003.93224
United States,Americas,1997,35767.43303
United States,Americas,2002,39097.09955
United States,Americas,2007,42951.65309
Uruguay,Americas,1952,5716.766744
Uruguay,Americas,1957,6150.772969
Uruguay,Americas,1962,5603.357717
Uruguay,Americas,1967,5444.61962
Uruguay,Americas,1972,5703.408898
Uruguay,Americas,1977,6504.339663
Uruguay,Americas,1982,6920.223051
Uruguay,Americas,1987,7452.398969
Uruguay,Americas,1992,8137.004775
Uruguay,Americas,1997,9230.240708
Uruguay,Americas,2002,7727.002004
Uruguay,Americas,2007,10611.46299
Venezuela,Americas,1952,7689.799761
Venezuela,Americas,1957,9802.466526
Venezuela,Americas,1962,8422.974165
Venezuela,Americas,1967,9541.474188
Venezuela,Americas,1972,10505.25966
Venezuela,Americas,1977,13143.95095
Venezuela,Americas,1982,11152.41011
Venezuela,Americas,1987,9883.584648
Venezuela,Americas,1992,10733.92631
Venezuela,Americas,1997,10165.49518
Venezuela,Americas,2002,8605.047831
Venezuela,Americas,2007,11415.80569
Vietnam,Asia,1952,605.0664917
Vietnam,Asia,1957,676.2854478
Vietnam,Asia,1962,772.0491602
Vietnam,Asia,1967,637.1232887
Vietnam,Asia,1972,699.5016441
Vietnam,Asia,1977,713.5371196
Vietnam,Asia,1982,707.2357863
Vietnam,Asia,1987,820.7994449
Vietnam,Asia,1992,989.0231487
Vietnam,Asia,1997,1385.896769
Vietnam,Asia,2002,1764.456677
Vietnam,Asia,2007,2441.576404
West Bank and Gaza,Asia,1952,1515.592329
West Bank and Gaza,Asia,1957,1827.067742
West Bank and Gaza,Asia,1962,2198.956312
West Bank and Gaza,Asia,1967,2649.715007
West Bank and Gaza,Asia,1972,3133.409277
West Bank and Gaza,Asia,1977,3682.831494
West Bank and Gaza,Asia,1982,4336.032082
West Bank and Gaza,Asia,1987,5107.197384
West Bank and Gaza,Asia,1992,6017.654756
West Bank and Gaza,Asia,1997,7110.667619
West Bank and Gaza,Asia,2002,4515.487575
West Bank and Gaza,Asia,2007,3025.349798
"Yemen, Rep.",Asia,1952,781.7175761
"Yemen, Rep.",Asia,1957,804.8304547
"Yemen, Rep.",Asia,1962,825.6232006
"Yemen, Rep.",Asia,1967,862.4421463
"Yemen, Rep.",Asia,1972,1265.047031
"Yemen, Rep.",Asia,1977,1829.765177
"Yemen, Rep.",Asia,1982,1977.55701
"Yemen, Rep.",Asia,1987,1971.741538
"Yemen, Rep.",Asia,1992,1879.496673
"Yemen, Rep.",Asia,1997,2117.484526
"Yemen, Rep.",Asia,2002,2234.820827
"Yemen, Rep.",Asia,2007,2280.769906
Zambia,Africa,1952,1147.388831
Zambia,Africa,1957,1311.956766
Zambia,Africa,1962,1452.725766
Zambia,Africa,1967,1777.077318
Zambia,Africa,1972,1773.498265
Zambia,Africa,1977,1588.688299
Zambia,Africa,1982,1408.678565
Zambia,Africa,1987,1213.315116
Zambia,Africa,1992,1210.884633
Zambia,Africa,1997,1071.353818
Zambia,Africa,2002,1071.613938
Zambia,Africa,2007,1271.211593
Zimbabwe,Africa,1952,406.8841148
Zimbabwe,Africa,1957,518.7642681
Zimbabwe,Africa,1962,527.2721818
Zimbabwe,Africa,1967,569.7950712
Zimbabwe,Africa,1972,799.3621758
Zimbabwe,Africa,1977,685.5876821
Zimbabwe,Africa,1982,788.8550411
Zimbabwe,Africa,1987,706.1573059
Zimbabwe,Africa,1992,693.4207856
Zimbabwe,Africa,1997,792.4499603
Zimbabwe,Africa,2002,672.0386227
Zimbabwe,Africa,2007,469.7092981
